window_id,target_id,window_role,stage,model_id,model_family,horizon_days,forecast_count,lag_in_origin_sequence,residual_acf,residual_bias,residual_skewness,residual_excess_kurtosis,median_absolute_error,q95_absolute_error,ljung_box_lag,ljung_box_statistic,ljung_box_p_value,ljung_box_caveat
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,1,70,5,-0.16498896969244667,-0.1282978611598613,-0.016811203604624625,1.692940058967885,0.1239406484994083,0.419633241910942,10,15.231104612435898,0.12386061452665935,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,1,70,6,0.18693965479133046,-0.1282978611598613,-0.016811203604624625,1.692940058967885,0.1239406484994083,0.419633241910942,10,15.231104612435898,0.12386061452665935,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,1,70,7,-0.03399056915950511,-0.1282978611598613,-0.016811203604624625,1.692940058967885,0.1239406484994083,0.419633241910942,10,15.231104612435898,0.12386061452665935,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,1,70,8,0.07067997568922917,-0.1282978611598613,-0.016811203604624625,1.692940058967885,0.1239406484994083,0.419633241910942,10,15.231104612435898,0.12386061452665935,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,1,70,9,-0.09029376814174908,-0.1282978611598613,-0.016811203604624625,1.692940058967885,0.1239406484994083,0.419633241910942,10,15.231104612435898,0.12386061452665935,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,1,70,10,-0.0868654206733364,-0.1282978611598613,-0.016811203604624625,1.692940058967885,0.1239406484994083,0.419633241910942,10,15.231104612435898,0.12386061452665935,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,2,70,0,1.0,-0.11686928973128989,3.039404480955132,22.463302374630036,0.12103547555790803,0.53651779665089,10,3.271080129757407,0.9743058508627058,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,2,70,1,0.014674720436421568,-0.11686928973128989,3.039404480955132,22.463302374630036,0.12103547555790803,0.53651779665089,10,3.271080129757407,0.9743058508627058,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,2,70,2,0.14490579180573565,-0.11686928973128989,3.039404480955132,22.463302374630036,0.12103547555790803,0.53651779665089,10,3.271080129757407,0.9743058508627058,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,2,70,3,0.032252060672449234,-0.11686928973128989,3.039404480955132,22.463302374630036,0.12103547555790803,0.53651779665089,10,3.271080129757407,0.9743058508627058,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,2,70,4,-0.03485773936985131,-0.11686928973128989,3.039404480955132,22.463302374630036,0.12103547555790803,0.53651779665089,10,3.271080129757407,0.9743058508627058,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,2,70,5,-0.10255269453157109,-0.11686928973128989,3.039404480955132,22.463302374630036,0.12103547555790803,0.53651779665089,10,3.271080129757407,0.9743058508627058,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
