window_id,target_id,window_role,stage,model_id,model_family,horizon_days,nominal_level,point_forecast_count,interval_forecast_count,interval_availability_fraction,empirical_coverage,average_width,mean_winkler_score
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,persistence,baseline,7,0.8,25,0,0.0,,,
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,prior_year_same_date,baseline,1,0.8,25,0,0.0,,,
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,prior_year_same_date,baseline,2,0.8,26,0,0.0,,,
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,prior_year_same_date,baseline,7,0.8,24,0,0.0,,,
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,zero_change,baseline,1,0.8,26,0,0.0,,,
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,zero_change,baseline,2,0.8,26,0,0.0,,,
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,zero_change,baseline,7,0.8,25,0,0.0,,,
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,1,0.95,61,61,1.0,1.0,1.3368272161591153,1.3368272161591153
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,2,0.95,61,61,1.0,1.0,1.726501320960197,1.726501320960197
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,7,0.95,58,58,1.0,1.0,2.2497859133530658,2.2497859133530658
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1_weekly,ARIMA,1,0.95,61,61,1.0,1.0,1.3364945989892425,1.3364945989892425
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1_weekly,ARIMA,2,0.95,61,61,1.0,1.0,1.7222464163048052,1.7222464163048052
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1_weekly,ARIMA,7,0.95,58,58,1.0,1.0,2.2299250495925866,2.2299250495925866
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar2,ARIMA,1,0.95,58,58,1.0,1.0,1.30602522007953,1.30602522007953
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar2,ARIMA,2,0.95,58,58,1.0,1.0,1.545298094181292,1.545298094181292
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar2,ARIMA,7,0.95,55,55,1.0,1.0,2.126517278752078,2.126517278752078
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_arma11,ARIMA,1,0.95,61,61,1.0,1.0,1.2835921678246187,1.2835921678246187
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_arma11,ARIMA,2,0.95,61,61,1.0,1.0,1.460280793699036,1.460280793699036
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_arma11,ARIMA,7,0.95,58,58,1.0,1.0,1.9438987203779834,1.9438987203779834
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_mean,ARIMA,1,0.95,57,57,1.0,1.0,2.3094407106683987,2.3094407106683987
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_mean,ARIMA,2,0.95,57,57,1.0,1.0,2.3094407106683987,2.3094407106683987
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_mean,ARIMA,7,0.95,54,54,1.0,1.0,2.3087156503936472,2.3087156503936472
middle_stable_2009_2016,mid_E2_B,primary,evaluation,expanding_median,baseline,1,0.95,61,61,1.0,1.0,0.6882889344262311,0.6882889344262311
middle_stable_2009_2016,mid_E2_B,primary,evaluation,expanding_median,baseline,2,0.95,61,61,1.0,0.9836065573770492,1.1937704918032839,1.3314754098360706
middle_stable_2009_2016,mid_E2_B,primary,evaluation,expanding_median,baseline,7,0.95,58,58,1.0,0.9827586206896551,1.0173125000000003,1.0431745689655132
middle_stable_2009_2016,mid_E2_B,primary,evaluation,persistence,baseline,1,0.95,61,61,1.0,0.9344262295081968,0.7054139344262316,0.8004959016393358
middle_stable_2009_2016,mid_E2_B,primary,evaluation,persistence,baseline,2,0.95,61,61,1.0,0.9672131147540983,0.8272950819672142,0.9748360655737708
middle_stable_2009_2016,mid_E2_B,primary,evaluation,persistence,baseline,7,0.95,58,58,1.0,0.9827586206896551,1.584310344827583,1.6360344827586175
middle_stable_2009_2016,mid_E2_B,primary,evaluation,prior_year_same_date,baseline,1,0.95,57,57,1.0,0.9824561403508771,2.0698684210526332,2.220745614035088
middle_stable_2009_2016,mid_E2_B,primary,evaluation,prior_year_same_date,baseline,2,0.95,57,57,1.0,1.0,2.956513157894739,2.956513157894739
middle_stable_2009_2016,mid_E2_B,primary,evaluation,prior_year_same_date,baseline,7,0.95,56,56,1.0,1.0,2.672883928571424,2.672883928571424
middle_stable_2009_2016,mid_E2_B,primary,evaluation,zero_change,baseline,1,0.95,61,61,1.0,1.0,0.6882889344262311,0.6882889344262311
middle_stable_2009_2016,mid_E2_B,primary,evaluation,zero_change,baseline,2,0.95,61,61,1.0,0.9836065573770492,1.1937704918032839,1.3314754098360706
middle_stable_2009_2016,mid_E2_B,primary,evaluation,zero_change,baseline,7,0.95,58,58,1.0,0.9827586206896551,1.0173125000000003,1.0431745689655132
middle_stable_2009_2016,mid_E2_B,primary,selection,arima_ar1,ARIMA,1,0.95,85,85,1.0,0.9294117647058824,1.2533995170929364,5.873351391628761
middle_stable_2009_2016,mid_E2_B,primary,selection,arima_ar1,ARIMA,2,0.95,85,85,1.0,0.9529411764705882,1.583127019935965,4.842249981147394
middle_stable_2009_2016,mid_E2_B,primary,selection,arima_ar1,ARIMA,7,0.95,81,81,1.0,0.9506172839506173,2.0924058037776923,3.227180734723384
middle_stable_2009_2016,mid_E2_B,primary,selection,arima_ar1_weekly,ARIMA,1,0.95,85,85,1.0,0.9294117647058824,1.2531742236675816,5.831779552677465
middle_stable_2009_2016,mid_E2_B,primary,selection,arima_ar1_weekly,ARIMA,2,0.95,85,85,1.0,0.9529411764705882,1.5829777217264354,4.8023603699499935
middle_stable_2009_2016,mid_E2_B,primary,selection,arima_ar1_weekly,ARIMA,7,0.95,81,81,1.0,0.9629629629629629,2.0941531731215077,3.111132534809722
middle_stable_2009_2016,mid_E2_B,primary,selection,arima_ar2,ARIMA,1,0.95,85,85,1.0,0.9294117647058824,1.235492730039497,5.821589273498282
middle_stable_2009_2016,mid_E2_B,primary,selection,arima_ar2,ARIMA,2,0.95,85,85,1.0,0.9529411764705882,1.4628999317443188,4.731982084586998
middle_stable_2009_2016,mid_E2_B,primary,selection,arima_ar2,ARIMA,7,0.95,81,81,1.0,0.9753086419753086,1.9914602108120458,2.5715689426484047
